"ride_id","full_date","day_name","day_of_week","week_of_year","is_weekend","ride_city","region","country","driver_id","driver_name","driver_age","driver_city","experience_years","driver_avg_rating","active_status","promo_code","is_promotional","discount_percent","distance_km","duration_min","fare_usd","ride_rating","fare_per_km","fare_per_min"
243,"2024-11-08","Friday",5,45,False,"Los Angeles","West","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","SAVE20",True,"0.2000","31.90",73,"42.35","4.40","1.3276","0.5801"
244,"2024-11-12","Tuesday",2,46,False,"Miami","South","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","WELCOME5",True,"0.0500","6.60",16,"12.31","4.40","1.8652","0.7694"
245,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","NO_PROMO",False,"0.0000","36.70",67,"35.78","4.30","0.9749","0.5340"
246,"2024-11-29","Friday",5,48,False,"Los Angeles","West","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","SAVE20",True,"0.2000","18.90",44,"29.49","3.70","1.5603","0.6702"
247,"2024-11-17","Sunday",7,46,True,"Los Angeles","West","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","WELCOME5",True,"0.0500","20.40",48,"52.35","4.60","2.5662","1.0906"
248,"2024-11-09","Saturday",6,45,True,"New York","Northeast","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","WELCOME5",True,"0.0500","26.60",61,"33.62","4.60","1.2639","0.5511"
249,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","SAVE20",True,"0.2000","40.50",61,"119.80","5.00","2.9580","1.9639"
250,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","WELCOME5",True,"0.0500","27.30",54,"43.35","4.30","1.5879","0.8028"
251,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","NO_PROMO",False,"0.0000","48.90",99,"26.38","4.40","0.5395","0.2665"
252,"2024-11-06","Wednesday",3,45,False,"Chicago","Midwest","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","WELCOME5",True,"0.0500","16.60",27,"21.39","4.00","1.2886","0.7922"
253,"2024-11-17","Sunday",7,46,True,"New York","Northeast","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","24.30",44,"54.08","3.60","2.2255","1.2291"
254,"2024-11-23","Saturday",6,47,True,"Miami","South","US",199,"Monica Copeland",37,"San Francisco",10,"4.10","Inactive","DISCOUNT10",True,"0.1000","45.90",95,"23.32","4.00","0.5081","0.2455"
255,"2024-11-15","Friday",5,46,False,"Chicago","Midwest","US",101,"William Black",56,"San Francisco",15,"4.80","Active","NO_PROMO",False,"0.0000","37.40",87,"110.47","4.20","2.9537","1.2698"
256,"2024-11-29","Friday",5,48,False,"Chicago","Midwest","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","NO_PROMO",False,"0.0000","38.00",68,"29.59","4.90","0.7787","0.4351"
257,"2024-11-21","Thursday",4,47,False,"Los Angeles","West","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","DISCOUNT10",True,"0.1000","10.80",24,"7.57","3.70","0.7009","0.3154"
258,"2024-11-20","Wednesday",3,47,False,"San Francisco","West","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","NO_PROMO",False,"0.0000","14.00",29,"20.41","3.60","1.4579","0.7038"
259,"2024-11-15","Friday",5,46,False,"Miami","South","US",111,"Barbara Bryant",52,"Chicago",2,"4.80","Inactive","NO_PROMO",False,"0.0000","32.90",64,"87.28","4.00","2.6529","1.3638"
260,"2024-11-04","Monday",1,45,False,"Miami","South","US",106,"Frank Mitchell",27,"Los Angeles",11,"4.30","Inactive","DISCOUNT10",True,"0.1000","42.80",65,"110.76","4.60","2.5879","1.7040"
261,"2024-11-26","Tuesday",2,48,False,"San Francisco","West","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","NO_PROMO",False,"0.0000","37.50",84,"21.78","3.60","0.5808","0.2593"
262,"2024-11-03","Sunday",7,44,True,"New York","Northeast","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","NO_PROMO",False,"0.0000","34.80",78,"59.94","4.40","1.7224","0.7685"
263,"2024-11-11","Monday",1,46,False,"Chicago","Midwest","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","SAVE20",True,"0.2000","41.80",89,"89.83","3.80","2.1490","1.0093"
264,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","NO_PROMO",False,"0.0000","5.40",11,"15.62","4.00","2.8926","1.4200"
265,"2024-11-09","Saturday",6,45,True,"Chicago","Midwest","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","SAVE20",True,"0.2000","41.80",78,"105.88","4.70","2.5330","1.3574"
266,"2024-11-03","Sunday",7,44,True,"Chicago","Midwest","US",187,"Catherine Levine",43,"Miami",1,"4.30","Inactive","NO_PROMO",False,"0.0000","14.50",31,"41.85","3.80","2.8862","1.3500"
267,"2024-11-05","Tuesday",2,45,False,"Chicago","Midwest","US",110,"Brittany Cruz",59,"New York",17,"4.90","Inactive","NO_PROMO",False,"0.0000","38.50",62,"113.41","4.30","2.9457","1.8292"
268,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","SAVE20",True,"0.2000","43.30",72,"87.19","4.60","2.0136","1.2110"
269,"2024-11-18","Monday",1,47,False,"Chicago","Midwest","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","SAVE20",True,"0.2000","22.30",41,"36.62","3.60","1.6422","0.8932"
270,"2024-11-11","Monday",1,46,False,"New York","Northeast","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","WELCOME5",True,"0.0500","27.70",64,"61.04","4.00","2.2036","0.9538"
271,"2024-11-18","Monday",1,47,False,"San Francisco","West","US",113,"Brian Edwards II",35,"Los Angeles",15,"4.40","Inactive","SAVE20",True,"0.2000","30.60",73,"87.25","4.10","2.8513","1.1952"
272,"2024-11-03","Sunday",7,44,True,"San Francisco","West","US",135,"Michael Jackson",56,"Los Angeles",19,"4.80","Inactive","WELCOME5",True,"0.0500","44.30",92,"86.83","4.30","1.9600","0.9438"
273,"2024-11-19","Tuesday",2,47,False,"Chicago","Midwest","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","NO_PROMO",False,"0.0000","47.00",94,"124.83","3.70","2.6560","1.3280"
274,"2024-11-01","Friday",5,44,False,"Miami","South","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","SAVE20",True,"0.2000","4.00",6,"7.71","4.80","1.9275","1.2850"
275,"2024-11-10","Sunday",7,45,True,"Chicago","Midwest","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","NO_PROMO",False,"0.0000","18.80",34,"24.84","4.80","1.3213","0.7306"
276,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",112,"Steven Williams",59,"New York",10,"4.50","Inactive","DISCOUNT10",True,"0.1000","5.00",9,"12.01","4.30","2.4020","1.3344"
277,"2024-11-28","Thursday",4,48,False,"Los Angeles","West","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","SAVE20",True,"0.2000","38.10",62,"64.61","3.70","1.6958","1.0421"
278,"2024-11-05","Tuesday",2,45,False,"Los Angeles","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","NO_PROMO",False,"0.0000","3.80",5,"9.96","4.30","2.6211","1.9920"
279,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","SAVE20",True,"0.2000","40.30",88,"23.18","4.30","0.5752","0.2634"
280,"2024-11-10","Sunday",7,45,True,"San Francisco","West","US",182,"Edward Gonzalez",58,"Miami",19,"5.00","Active","SAVE20",True,"0.2000","3.30",5,"5.59","4.40","1.6939","1.1180"
281,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","NO_PROMO",False,"0.0000","13.30",29,"24.92","4.00","1.8737","0.8593"
282,"2024-11-18","Monday",1,47,False,"Chicago","Midwest","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","NO_PROMO",False,"0.0000","6.60",12,"11.22","4.90","1.7000","0.9350"
283,"2024-11-06","Wednesday",3,45,False,"Miami","South","US",134,"Ashley Foster",59,"Los Angeles",12,"4.30","Inactive","DISCOUNT10",True,"0.1000","41.00",84,"22.76","3.80","0.5551","0.2710"
284,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","NO_PROMO",False,"0.0000","37.80",83,"48.29","3.50","1.2775","0.5818"
285,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","DISCOUNT10",True,"0.1000","3.90",6,"9.01","4.00","2.3103","1.5017"
286,"2024-11-02","Saturday",6,44,True,"Los Angeles","West","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","NO_PROMO",False,"0.0000","36.10",56,"98.15","3.90","2.7188","1.7527"
287,"2024-11-07","Thursday",4,45,False,"Miami","South","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","SAVE20",True,"0.2000","37.20",59,"29.42","3.70","0.7909","0.4986"
288,"2024-11-24","Sunday",7,47,True,"New York","Northeast","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","NO_PROMO",False,"0.0000","8.50",21,"13.74","4.90","1.6165","0.6543"
289,"2024-11-19","Tuesday",2,47,False,"San Francisco","West","US",190,"Michelle Rhodes",29,"San Francisco",20,"4.20","Active","NO_PROMO",False,"0.0000","35.20",83,"37.19","4.80","1.0565","0.4481"
290,"2024-11-16","Saturday",6,46,True,"New York","Northeast","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","WELCOME5",True,"0.0500","42.70",70,"38.96","4.60","0.9124","0.5566"
291,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","NO_PROMO",False,"0.0000","5.00",8,"12.05","3.60","2.4100","1.5063"
292,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",127,"Katherine Ellison",42,"Los Angeles",11,"4.60","Inactive","DISCOUNT10",True,"0.1000","22.10",44,"61.06","3.80","2.7629","1.3877"
293,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",138,"Christine Adkins",60,"New York",16,"4.80","Active","SAVE20",True,"0.2000","22.30",45,"12.96","3.80","0.5812","0.2880"
294,"2024-11-16","Saturday",6,46,True,"Miami","South","US",146,"Lawrence Santiago",43,"Chicago",17,"4.10","Inactive","NO_PROMO",False,"0.0000","14.60",27,"33.00","4.80","2.2603","1.2222"
295,"2024-11-12","Tuesday",2,46,False,"Miami","South","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","DISCOUNT10",True,"0.1000","42.70",83,"112.46","4.20","2.6337","1.3549"
296,"2024-11-02","Saturday",6,44,True,"Miami","South","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","NO_PROMO",False,"0.0000","41.00",65,"34.94","3.90","0.8522","0.5375"
297,"2024-11-01","Friday",5,44,False,"New York","Northeast","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","WELCOME5",True,"0.0500","8.40",16,"13.45","5.00","1.6012","0.8406"
298,"2024-11-03","Sunday",7,44,True,"Miami","South","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","WELCOME5",True,"0.0500","16.70",32,"33.32","4.50","1.9952","1.0413"
299,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","DISCOUNT10",True,"0.1000","22.00",39,"21.45","4.30","0.9750","0.5500"
300,"2024-11-13","Wednesday",3,46,False,"Miami","South","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","NO_PROMO",False,"0.0000","20.50",39,"18.37","3.60","0.8961","0.4710"
301,"2024-11-05","Tuesday",2,45,False,"Los Angeles","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","NO_PROMO",False,"0.0000","41.50",86,"32.88","4.90","0.7923","0.3823"
302,"2024-11-17","Sunday",7,46,True,"San Francisco","West","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","DISCOUNT10",True,"0.1000","48.80",104,"89.77","4.40","1.8395","0.8632"
303,"2024-11-17","Sunday",7,46,True,"San Francisco","West","US",146,"Lawrence Santiago",43,"Chicago",17,"4.10","Inactive","SAVE20",True,"0.2000","46.90",107,"137.89","3.80","2.9401","1.2887"
304,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","SAVE20",True,"0.2000","1.30",2,"1.69","3.90","1.3000","0.8450"
305,"2024-11-15","Friday",5,46,False,"New York","Northeast","US",112,"Steven Williams",59,"New York",10,"4.50","Inactive","WELCOME5",True,"0.0500","30.20",47,"71.63","4.20","2.3719","1.5240"
306,"2024-11-12","Tuesday",2,46,False,"San Francisco","West","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","SAVE20",True,"0.2000","21.60",36,"11.70","3.70","0.5417","0.3250"
307,"2024-11-24","Sunday",7,47,True,"Los Angeles","West","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","DISCOUNT10",True,"0.1000","32.20",74,"59.57","4.30","1.8500","0.8050"
308,"2024-11-02","Saturday",6,44,True,"New York","Northeast","US",155,"Gregory Pruitt",34,"Los Angeles",3,"4.00","Active","DISCOUNT10",True,"0.1000","10.80",16,"12.75","4.00","1.1806","0.7969"
309,"2024-11-06","Wednesday",3,45,False,"Miami","South","US",139,"John Deleon",47,"San Francisco",11,"4.30","Inactive","NO_PROMO",False,"0.0000","33.30",78,"56.84","4.70","1.7069","0.7287"
310,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","WELCOME5",True,"0.0500","28.40",49,"56.28","4.00","1.9817","1.1486"
311,"2024-11-24","Sunday",7,47,True,"Chicago","Midwest","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","SAVE20",True,"0.2000","12.80",27,"22.72","4.80","1.7750","0.8415"
312,"2024-11-03","Sunday",7,44,True,"Chicago","Midwest","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","6.80",14,"12.66","4.60","1.8618","0.9043"
313,"2024-11-25","Monday",1,48,False,"Los Angeles","West","US",160,"Shelby Baldwin",56,"Los Angeles",9,"4.90","Inactive","WELCOME5",True,"0.0500","20.30",41,"34.23","4.90","1.6862","0.8349"
314,"2024-11-06","Wednesday",3,45,False,"San Francisco","West","US",117,"Lisa Brown",36,"San Francisco",20,"4.80","Active","SAVE20",True,"0.2000","40.80",75,"54.29","4.40","1.3306","0.7239"
315,"2024-11-18","Monday",1,47,False,"Miami","South","US",160,"Shelby Baldwin",56,"Los Angeles",9,"4.90","Inactive","NO_PROMO",False,"0.0000","5.30",12,"14.62","4.80","2.7585","1.2183"
316,"2024-11-28","Thursday",4,48,False,"San Francisco","West","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","WELCOME5",True,"0.0500","31.60",64,"62.32","3.50","1.9722","0.9738"
317,"2024-11-02","Saturday",6,44,True,"Los Angeles","West","US",106,"Frank Mitchell",27,"Los Angeles",11,"4.30","Inactive","DISCOUNT10",True,"0.1000","9.40",22,"27.41","4.60","2.9160","1.2459"
318,"2024-11-24","Sunday",7,47,True,"New York","Northeast","US",184,"Nathaniel Smith",34,"Miami",2,"4.40","Inactive","DISCOUNT10",True,"0.1000","49.30",84,"115.38","4.40","2.3404","1.3736"
319,"2024-11-08","Friday",5,45,False,"New York","Northeast","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","SAVE20",True,"0.2000","1.10",2,"0.99","3.80","0.9000","0.4950"
320,"2024-11-08","Friday",5,45,False,"Miami","South","US",129,"Mary Andrews",46,"New York",3,"4.40","Active","DISCOUNT10",True,"0.1000","16.60",25,"13.09","4.50","0.7886","0.5236"
321,"2024-11-09","Saturday",6,45,True,"New York","Northeast","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","WELCOME5",True,"0.0500","10.80",24,"24.46","3.80","2.2648","1.0192"
322,"2024-11-28","Thursday",4,48,False,"Chicago","Midwest","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","WELCOME5",True,"0.0500","46.60",78,"107.50","4.70","2.3069","1.3782"
323,"2024-11-30","Saturday",6,48,True,"New York","Northeast","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","SAVE20",True,"0.2000","21.70",39,"34.75","4.20","1.6014","0.8910"
324,"2024-11-10","Sunday",7,45,True,"Los Angeles","West","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","SAVE20",True,"0.2000","1.50",2,"2.48","4.80","1.6533","1.2400"
325,"2024-11-18","Monday",1,47,False,"New York","Northeast","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","DISCOUNT10",True,"0.1000","25.10",48,"34.30","4.00","1.3665","0.7146"
326,"2024-11-02","Saturday",6,44,True,"New York","Northeast","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","DISCOUNT10",True,"0.1000","8.20",16,"8.68","4.20","1.0585","0.5425"
327,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",111,"Barbara Bryant",52,"Chicago",2,"4.80","Inactive","DISCOUNT10",True,"0.1000","2.30",4,"6.89","4.80","2.9957","1.7225"
328,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","WELCOME5",True,"0.0500","33.80",52,"87.43","4.90","2.5867","1.6813"
329,"2024-11-27","Wednesday",3,48,False,"New York","Northeast","US",160,"Shelby Baldwin",56,"Los Angeles",9,"4.90","Inactive","NO_PROMO",False,"0.0000","24.50",56,"19.41","4.40","0.7922","0.3466"
330,"2024-11-08","Friday",5,45,False,"New York","Northeast","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","DISCOUNT10",True,"0.1000","13.30",26,"26.47","4.60","1.9902","1.0181"
331,"2024-11-10","Sunday",7,45,True,"Los Angeles","West","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","NO_PROMO",False,"0.0000","17.70",39,"30.19","3.60","1.7056","0.7741"
332,"2024-11-07","Thursday",4,45,False,"Miami","South","US",160,"Shelby Baldwin",56,"Los Angeles",9,"4.90","Inactive","NO_PROMO",False,"0.0000","30.60",63,"38.90","3.70","1.2712","0.6175"
333,"2024-11-07","Thursday",4,45,False,"Miami","South","US",183,"Ashley Burke",37,"San Francisco",19,"4.80","Inactive","NO_PROMO",False,"0.0000","48.20",93,"71.15","3.50","1.4761","0.7651"
334,"2024-11-15","Friday",5,46,False,"Chicago","Midwest","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","SAVE20",True,"0.2000","47.90",105,"34.07","4.80","0.7113","0.3245"
335,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",182,"Edward Gonzalez",58,"Miami",19,"5.00","Active","SAVE20",True,"0.2000","41.00",88,"53.44","3.60","1.3034","0.6073"
336,"2024-11-24","Sunday",7,47,True,"Los Angeles","West","US",129,"Mary Andrews",46,"New York",3,"4.40","Active","WELCOME5",True,"0.0500","40.60",86,"97.20","3.70","2.3941","1.1302"
337,"2024-11-23","Saturday",6,47,True,"Chicago","Midwest","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","DISCOUNT10",True,"0.1000","36.20",88,"86.42","4.70","2.3873","0.9820"
338,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","NO_PROMO",False,"0.0000","14.60",33,"27.32","4.30","1.8712","0.8279"
339,"2024-11-19","Tuesday",2,47,False,"Chicago","Midwest","US",120,"Andrew Heath",26,"Los Angeles",3,"4.20","Active","NO_PROMO",False,"0.0000","4.90",8,"9.09","4.50","1.8551","1.1363"
340,"2024-11-17","Sunday",7,46,True,"Los Angeles","West","US",114,"Sara Alvarado",46,"Miami",17,"4.10","Active","DISCOUNT10",True,"0.1000","39.40",76,"33.68","4.90","0.8548","0.4432"
341,"2024-11-10","Sunday",7,45,True,"Chicago","Midwest","US",113,"Brian Edwards II",35,"Los Angeles",15,"4.40","Inactive","NO_PROMO",False,"0.0000","11.40",24,"9.13","3.90","0.8009","0.3804"
342,"2024-11-16","Saturday",6,46,True,"Chicago","Midwest","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","SAVE20",True,"0.2000","10.30",19,"6.20","4.20","0.6019","0.3263"
343,"2024-11-02","Saturday",6,44,True,"New York","Northeast","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","NO_PROMO",False,"0.0000","13.00",25,"37.26","5.00","2.8662","1.4904"
344,"2024-11-19","Tuesday",2,47,False,"Miami","South","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","DISCOUNT10",True,"0.1000","33.00",66,"79.04","4.80","2.3952","1.1976"
345,"2024-11-12","Tuesday",2,46,False,"Miami","South","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","NO_PROMO",False,"0.0000","16.00",27,"29.53","4.00","1.8456","1.0937"
346,"2024-11-20","Wednesday",3,47,False,"Los Angeles","West","US",180,"Ray Clarke",51,"Los Angeles",15,"4.90","Inactive","NO_PROMO",False,"0.0000","32.50",55,"48.96","4.60","1.5065","0.8902"
347,"2024-11-24","Sunday",7,47,True,"San Francisco","West","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","NO_PROMO",False,"0.0000","18.60",32,"53.81","4.40","2.8930","1.6816"
348,"2024-11-04","Monday",1,45,False,"Los Angeles","West","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","NO_PROMO",False,"0.0000","33.40",72,"27.57","4.00","0.8254","0.3829"
349,"2024-11-30","Saturday",6,48,True,"Miami","South","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","WELCOME5",True,"0.0500","26.20",39,"55.88","3.50","2.1328","1.4328"
350,"2024-11-07","Thursday",4,45,False,"New York","Northeast","US",156,"Peggy Scott PhD",37,"Miami",12,"4.30","Inactive","DISCOUNT10",True,"0.1000","16.10",39,"28.45","4.30","1.7671","0.7295"
351,"2024-11-24","Sunday",7,47,True,"San Francisco","West","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","DISCOUNT10",True,"0.1000","14.70",26,"36.87","4.50","2.5082","1.4181"
352,"2024-11-22","Friday",5,47,False,"Miami","South","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","NO_PROMO",False,"0.0000","18.40",36,"48.33","3.90","2.6266","1.3425"
353,"2024-11-17","Sunday",7,46,True,"Los Angeles","West","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","WELCOME5",True,"0.0500","4.40",10,"5.39","4.40","1.2250","0.5390"
354,"2024-11-02","Saturday",6,44,True,"Los Angeles","West","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","SAVE20",True,"0.2000","14.00",29,"22.49","3.70","1.6064","0.7755"
355,"2024-11-11","Monday",1,46,False,"Miami","South","US",180,"Ray Clarke",51,"Los Angeles",15,"4.90","Inactive","NO_PROMO",False,"0.0000","30.80",53,"37.88","4.50","1.2299","0.7147"
356,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","NO_PROMO",False,"0.0000","31.30",68,"61.76","4.40","1.9732","0.9082"
357,"2024-11-19","Tuesday",2,47,False,"San Francisco","West","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","NO_PROMO",False,"0.0000","38.00",84,"86.11","4.50","2.2661","1.0251"
358,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",155,"Gregory Pruitt",34,"Los Angeles",3,"4.00","Active","WELCOME5",True,"0.0500","27.90",54,"34.68","3.60","1.2430","0.6422"
359,"2024-11-05","Tuesday",2,45,False,"San Francisco","West","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","WELCOME5",True,"0.0500","12.10",20,"34.06","4.70","2.8149","1.7030"
360,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","NO_PROMO",False,"0.0000","40.50",79,"45.31","4.20","1.1188","0.5735"
361,"2024-11-06","Wednesday",3,45,False,"Los Angeles","West","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","WELCOME5",True,"0.0500","12.30",25,"21.22","4.20","1.7252","0.8488"
362,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","NO_PROMO",False,"0.0000","1.10",2,"3.00","4.00","2.7273","1.5000"
363,"2024-11-07","Thursday",4,45,False,"Chicago","Midwest","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","WELCOME5",True,"0.0500","20.80",39,"58.31","3.90","2.8034","1.4951"
364,"2024-11-16","Saturday",6,46,True,"New York","Northeast","US",158,"Holly Li",47,"Chicago",14,"4.10","Inactive","DISCOUNT10",True,"0.1000","35.90",58,"91.20","4.60","2.5404","1.5724"
365,"2024-11-04","Monday",1,45,False,"Miami","South","US",123,"David Newton",57,"New York",6,"5.00","Active","NO_PROMO",False,"0.0000","25.80",59,"31.84","4.60","1.2341","0.5397"
366,"2024-11-15","Friday",5,46,False,"Los Angeles","West","US",180,"Ray Clarke",51,"Los Angeles",15,"4.90","Inactive","NO_PROMO",False,"0.0000","27.50",65,"67.01","4.60","2.4367","1.0309"
367,"2024-11-14","Thursday",4,46,False,"Miami","South","US",179,"Johnathan Shah",52,"New York",14,"4.80","Inactive","NO_PROMO",False,"0.0000","12.30",18,"13.52","4.20","1.0992","0.7511"
368,"2024-11-03","Sunday",7,44,True,"Los Angeles","West","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","DISCOUNT10",True,"0.1000","1.50",2,"0.92","4.50","0.6133","0.4600"
369,"2024-11-08","Friday",5,45,False,"New York","Northeast","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","SAVE20",True,"0.2000","18.00",32,"21.73","4.10","1.2072","0.6791"
370,"2024-11-19","Tuesday",2,47,False,"San Francisco","West","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","DISCOUNT10",True,"0.1000","23.00",53,"53.02","4.90","2.3052","1.0004"
371,"2024-11-24","Sunday",7,47,True,"Los Angeles","West","US",120,"Andrew Heath",26,"Los Angeles",3,"4.20","Active","DISCOUNT10",True,"0.1000","35.40",64,"67.70","4.00","1.9124","1.0578"
372,"2024-11-14","Thursday",4,46,False,"New York","Northeast","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","SAVE20",True,"0.2000","1.40",2,"3.72","4.80","2.6571","1.8600"
373,"2024-11-14","Thursday",4,46,False,"Miami","South","US",123,"David Newton",57,"New York",6,"5.00","Active","NO_PROMO",False,"0.0000","15.30",32,"40.96","3.90","2.6771","1.2800"
374,"2024-11-17","Sunday",7,46,True,"San Francisco","West","US",156,"Peggy Scott PhD",37,"Miami",12,"4.30","Inactive","NO_PROMO",False,"0.0000","3.50",8,"8.31","4.70","2.3743","1.0388"
